Term ,High School Name,High School CEEB,City,County,Zip Code,Total Attending SUNY Institutions,Attending SUNY Doctoral Institutions,Attending SUNY Comprehensive Colleges,Attending SUNY Technology Colleges,Attending SUNY Community Colleges,Location 1
Fall 2016,Staten Island Technical High S,335401,Staten Island,Richmond,10306,77,74,<4,<4,0,"Staten Island, NY 10306
(40.56943993200008, -74.11710937099997)"
Fall 2015,Staten Island Technical Hs,335401,Staten Island,Richmond,10306,73,69,<4,0,<4,"Staten Island, NY 10306
(40.56943993200008, -74.11710937099997)"
Fall 2014,Staten Island Technical Hs,335401,Staten Island,Richmond,10306,52,45,<4,<4,4,"Staten Island, NY 10306
(40.56943993200008, -74.11710937099997)"
Fall 2013,Staten Island Technical Hs,335401,Staten Island,Richmond,10306,58,51,5,<4,<4,"Staten Island, NY 10306
(40.56943993200008, -74.11710937099997)"
Fall 2012,Staten Island Technical Hs,335401,Staten Island,Richmond,10306,40,34,<4,<4,<4,"Staten Island, NY 10306
(40.56943993200008, -74.11710937099997)"
Fall 2011,Staten Island Technical Hs,335401,Staten Island,Richmond,10306,31,27,<4,<4,0,"Staten Island, NY 10306
(40.56943993200008, -74.11710937099997)"
Fall 2010,Staten Island Technical Hs,335401,Staten Island,Richmond,10306,58,50,6,<4,0,"Staten Island, NY 10306
(40.56943993200008, -74.11710937099997)"
Fall 2016,Francis School,335377,Staten Island,Richmond,10308,<4,0,<4,0,<4,"10308 Staten
Island, NY
(40.5529519999999, -74.151279)"
Fall 2013,Francis School,335377,Staten Island,Richmond,10308,<4,0,0,0,<4,"10308 Staten
Island, NY
(40.5529519999999, -74.151279)"
Fall 2015,South Richmond High School,335388,Staten Island,Richmond,10309,<4,0,0,0,<4,"10309 Staten
Island, NY
(40.53038, -74.2189429999999)"
Fall 2012,South Richmond High School,335388,Staten Island,Richmond,10309,<4,0,0,0,<4,"10309 Staten
Island, NY
(40.53038, -74.2189429999999)"
Fall 2017,Lavelle Prep Charter School,335353,Staten Island,Richmond,10311,<4,0,0,<4,0,
Fall 2016,Lavelle Prep Charter School,335353,Staten Island,Richmond,10311,5,<4,<4,0,<4,
Fall 2017,Tottenville High School  Y A B,335369,Staten Island,New York,10312,<4,0,<4,0,<4,"10312 Staten
Island, NY
(40.543021, -74.1804309999999)"
Fall 2015,Tottenville Hs  Y A B C,335369,Staten Island,New York,10312,<4,0,0,0,<4,"10312 Staten
Island, NY
(40.543021, -74.1804309999999)"
Fall 2012,Tottenville Hs  Y A B C,335369,Staten Island,New York,10312,<4,0,0,0,<4,"10312 Staten
Island, NY
(40.543021, -74.1804309999999)"
Fall 2017,Saint Joseph By - The - Sea  H,335383,Staten Island,Richmond,10312,30,20,7,<4,0,"Staten Island, NY 10312
(40.54381743400006, -74.17675760699996)"
Fall 2016,Saint Joseph By - The - Sea  H,335383,Staten Island,Richmond,10312,29,14,7,6,<4,"Staten Island, NY 10312
(40.54381743400006, -74.17675760699996)"
Fall 2015,Saint Joseph By - The - Sea  H,335383,Staten Island,Richmond,10312,20,6,8,5,<4,"Staten Island, NY 10312
(40.54381743400006, -74.17675760699996)"
Fall 2014,Saint Joseph By - The - Sea  H,335383,Staten Island,Richmond,10312,23,17,<4,<4,<4,"Staten Island, NY 10312
(40.54381743400006, -74.17675760699996)"
Fall 2013,Saint Joseph By - The - Sea  H,335383,Staten Island,Richmond,10312,35,21,7,6,<4,"Staten Island, NY 10312
(40.54381743400006, -74.17675760699996)"
Fall 2012,Saint Joseph By - The - Sea  H,335383,Staten Island,Richmond,10312,37,21,9,4,<4,"Staten Island, NY 10312
(40.54381743400006, -74.17675760699996)"
Fall 2011,Saint Joseph By - The - Sea  H,335383,Staten Island,Richmond,10312,35,17,10,4,4,"Staten Island, NY 10312
(40.54381743400006, -74.17675760699996)"
Fall 2010,Saint Joseph By - The - Sea  H,335383,Staten Island,Richmond,10312,25,11,5,6,<4,"Staten Island, NY 10312
(40.54381743400006, -74.17675760699996)"
Fall 2017,Tottenville High School,335405,Staten Island,Richmond,10312,112,59,34,6,13,"Staten Island, NY 10312
(40.54381743400006, -74.17675760699996)"
Fall 2016,Tottenville High School,335405,Staten Island,Richmond,10312,102,44,32,11,15,"Staten Island, NY 10312
(40.54381743400006, -74.17675760699996)"
Fall 2015,Tottenville High School,335405,Staten Island,Richmond,10312,68,34,14,<4,17,"Staten Island, NY 10312
(40.54381743400006, -74.17675760699996)"
Fall 2014,Tottenville High School,335405,Staten Island,Richmond,10312,102,39,34,10,19,"Staten Island, NY 10312
(40.54381743400006, -74.17675760699996)"
Fall 2013,Tottenville High School,335405,Staten Island,Richmond,10312,71,33,23,6,9,"Staten Island, NY 10312
(40.54381743400006, -74.17675760699996)"
Fall 2012,Tottenville High School,335405,Staten Island,Richmond,10312,86,48,18,8,12,"Staten Island, NY 10312
(40.54381743400006, -74.17675760699996)"
Fall 2011,Tottenville High School,335405,Staten Island,Richmond,10312,91,43,28,14,6,"Staten Island, NY 10312
(40.54381743400006, -74.17675760699996)"
Fall 2010,Tottenville High School,335405,Staten Island,Richmond,10312,63,31,14,7,11,"Staten Island, NY 10312
(40.54381743400006, -74.17675760699996)"
Fall 2017,College Of Staten Island  H S,335346,Staten Island,Nassau,10314,16,9,5,0,<4,"Staten Island, NY 10314
(40.604738756000074, -74.14537797699995)"
Fall 2016,College Of Staten Island  H S,335346,Staten Island,Nassau,10314,20,8,10,0,<4,"Staten Island, NY 10314
(40.604738756000074, -74.14537797699995)"
Fall 2015,College Of Staten Island  H S,335346,Staten Island,Nassau,10314,11,<4,4,<4,<4,"Staten Island, NY 10314
(40.604738756000074, -74.14537797699995)"
Fall 2014,College Of Staten Island  H S,335346,Staten Island,Nassau,10314,17,4,5,<4,6,"Staten Island, NY 10314
(40.604738756000074, -74.14537797699995)"
Fall 2013,College Of Staten Island  H S,335346,Staten Island,Nassau,10314,10,4,<4,<4,<4,"Staten Island, NY 10314
(40.604738756000074, -74.14537797699995)"
Fall 2012,College Of Staten Island  H S,335346,Staten Island,Nassau,10314,13,5,6,<4,<4,"Staten Island, NY 10314
(40.604738756000074, -74.14537797699995)"
Fall 2011,College Of Staten Island  H S,335346,Staten Island,Nassau,10314,4,<4,<4,0,0,"Staten Island, NY 10314
(40.604738756000074, -74.14537797699995)"
Fall 2010,College Of Staten Island  H S,335346,Staten Island,Nassau,10314,7,4,<4,<4,0,"Staten Island, NY 10314
(40.604738756000074, -74.14537797699995)"
Fall 2017,C S I  High School Intl Studie,330972,Staten Island,Richmond,10314,<4,0,<4,0,<4,"Staten Island 103147869, NY
(40.581250451000074, -74.15869086499998)"
Fall 2013,C S I  Hs Intl Studies,330972,Staten Island,Richmond,10314,<4,0,<4,0,0,"Staten Island 103147869, NY
(40.581250451000074, -74.15869086499998)"
Fall 2012,C S I  Hs Intl Studies,330972,Staten Island,Richmond,10314,<4,<4,0,0,0,"Staten Island 103147869, NY
(40.581250451000074, -74.15869086499998)"
Fall 2011,C S I  Hs Intl Studies,330972,Staten Island,Richmond,10314,<4,0,0,0,<4,"Staten Island 103147869, NY
(40.581250451000074, -74.15869086499998)"
Fall 2010,C S I  Hs Intl Studies,330972,Staten Island,Richmond,10314,<4,0,<4,0,<4,"Staten Island 103147869, NY
(40.581250451000074, -74.15869086499998)"
Fall 2017,Moore Catholic High School,335343,Staten Island,Richmond,10314,<4,<4,<4,0,0,"Staten Island, NY 10314
(40.604738756000074, -74.14537797699995)"
Fall 2016,Moore Catholic High School,335343,Staten Island,Richmond,10314,<4,0,<4,0,<4,"Staten Island, NY 10314
(40.604738756000074, -74.14537797699995)"
Fall 2015,Moore Catholic High School,335343,Staten Island,Richmond,10314,9,0,<4,0,6,"Staten Island, NY 10314
(40.604738756000074, -74.14537797699995)"
Fall 2014,Moore Catholic High School,335343,Staten Island,Richmond,10314,<4,0,<4,0,0,"Staten Island, NY 10314
(40.604738756000074, -74.14537797699995)"
Fall 2013,Moore Catholic High School,335343,Staten Island,Richmond,10314,7,<4,<4,<4,<4,"Staten Island, NY 10314
(40.604738756000074, -74.14537797699995)"
Fall 2012,Moore Catholic High School,335343,Staten Island,Richmond,10314,10,5,<4,0,<4,"Staten Island, NY 10314
(40.604738756000074, -74.14537797699995)"
Fall 2011,Moore Catholic High School,335343,Staten Island,Richmond,10314,11,<4,5,<4,<4,"Staten Island, NY 10314
(40.604738756000074, -74.14537797699995)"
Fall 2010,Moore Catholic High School,335343,Staten Island,Richmond,10314,10,5,<4,<4,0,"Staten Island, NY 10314
(40.604738756000074, -74.14537797699995)"
Fall 2017,Gaynor Mc Cown Expeditionary,335367,Staten Island,Richmond,10314,7,5,0,0,<4,"Staten Island 103147869, NY
(40.581250451000074, -74.15869086499998)"
Fall 2016,Gaynor Mc Cown Expeditionary,335367,Staten Island,Richmond,10314,15,<4,8,<4,<4,"Staten Island 103147869, NY
(40.581250451000074, -74.15869086499998)"
Fall 2015,Gaynor Mc Cown Expeditionary,335367,Staten Island,Richmond,10314,7,0,5,<4,0,"Staten Island 103147869, NY
(40.581250451000074, -74.15869086499998)"
Fall 2014,Gaynor Mc Cown Expeditionary,335367,Staten Island,Richmond,10314,<4,<4,0,0,<4,"Staten Island 103147869, NY
(40.581250451000074, -74.15869086499998)"
Fall 2012,Gaynor Mc Cown Expeditionary,335367,Staten Island,Richmond,10314,<4,0,<4,0,<4,"Staten Island 103147869, NY
(40.581250451000074, -74.15869086499998)"
Fall 2017,Susan E Wagner High School,335403,Staten Island,Richmond,10314,136,54,47,14,21,"Staten Island 103147098, NY
(40.59863111900006, -74.12315030699995)"
Fall 2016,Susan E Wagner High School,335403,Staten Island,Richmond,10314,86,35,25,12,14,"Staten Island 103147098, NY
(40.59863111900006, -74.12315030699995)"
Fall 2015,Susan E Wagner High School,335403,Staten Island,Richmond,10314,67,28,23,<4,15,"Staten Island 103147098, NY
(40.59863111900006, -74.12315030699995)"
Fall 2014,Susan E Wagner High School,335403,Staten Island,Richmond,10314,80,34,34,<4,9,"Staten Island 103147098, NY
(40.59863111900006, -74.12315030699995)"
Fall 2013,Susan E Wagner High School,335403,Staten Island,Richmond,10314,67,30,23,6,8,"Staten Island 103147098, NY
(40.59863111900006, -74.12315030699995)"
Fall 2012,Susan E Wagner High School,335403,Staten Island,Richmond,10314,69,21,29,5,14,"Staten Island 103147098, NY
(40.59863111900006, -74.12315030699995)"
Fall 2011,Susan E Wagner High School,335403,Staten Island,Richmond,10314,60,23,21,6,10,"Staten Island 103147098, NY
(40.59863111900006, -74.12315030699995)"
Fall 2010,Susan E Wagner High School,335403,Staten Island,Richmond,10314,71,34,16,8,13,"Staten Island 103147098, NY
(40.59863111900006, -74.12315030699995)"
Fall 2017,Community School For Social Ju,330524,Bronx,Bronx,10451,17,0,7,<4,7,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2016,Community School For Social Ju,330524,Bronx,Bronx,10451,11,<4,<4,5,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2015,Community School For Social Ju,330524,Bronx,Bronx,10451,11,<4,<4,7,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2014,Community School For Social Ju,330524,Bronx,Bronx,10451,8,<4,4,<4,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2013,Community School For Social Ju,330524,Bronx,Bronx,10451,<4,0,<4,0,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2012,Community School For Social Ju,330524,Bronx,Bronx,10451,8,0,4,<4,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2011,Community School For Social Ju,330524,Bronx,Bronx,10451,7,0,<4,0,6,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2010,Community School For Social Ju,330524,Bronx,Bronx,10451,<4,0,0,0,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2017,Health Opportunities High Scho,330527,Bronx,Bronx,10451,12,<4,5,<4,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2016,Health Opportunities High Scho,330527,Bronx,Bronx,10451,23,<4,12,4,5,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2015,Health Opportunities Hs,330527,Bronx,Bronx,10451,11,<4,6,<4,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2014,Health Opportunities Hs,330527,Bronx,Bronx,10451,8,0,4,<4,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2013,Health Opportunities Hs,330527,Bronx,Bronx,10451,11,<4,6,<4,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2012,Health Opportunities Hs,330527,Bronx,Bronx,10451,17,<4,<4,4,7,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2011,Health Opportunities Hs,330527,Bronx,Bronx,10451,13,<4,7,5,0,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2010,Health Opportunities Hs,330527,Bronx,Bronx,10451,7,0,5,<4,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2017,Hostos - Lincoln Academy,330546,Bronx,Bronx,10451,8,4,<4,<4,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2016,Hostos - Lincoln Academy,330546,Bronx,Bronx,10451,19,7,8,<4,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2015,Hostos - Lincoln Academy,330546,Bronx,Bronx,10451,5,0,<4,<4,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2014,Hostos - Lincoln Academy,330546,Bronx,Bronx,10451,8,<4,<4,<4,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2013,Hostos - Lincoln Academy,330546,Bronx,Bronx,10451,8,<4,4,<4,0,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2012,Hostos - Lincoln Academy,330546,Bronx,Bronx,10451,<4,<4,<4,0,0,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2011,Hostos - Lincoln Academy,330546,Bronx,Bronx,10451,12,<4,<4,5,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2010,Hostos - Lincoln Academy,330546,Bronx,Bronx,10451,9,<4,0,6,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2017,Bronx Sch Law Govt & Justice,330552,Bronx,Bronx,10451,18,4,6,6,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2016,Bronx Sch Law Govt & Justice,330552,Bronx,Bronx,10451,18,6,7,<4,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2015,Bronx Sch Law Govt & Justice,330552,Bronx,Bronx,10451,30,5,14,6,5,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2014,Bronx Sch Law Govt & Justice,330552,Bronx,Bronx,10451,14,<4,<4,9,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2013,Bronx Sch Law Govt & Justice,330552,Bronx,Bronx,10451,22,<4,8,10,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2012,Bronx Sch Law Govt & Justice,330552,Bronx,Bronx,10451,19,<4,9,5,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2011,Bronx Sch Law Govt & Justice,330552,Bronx,Bronx,10451,22,4,8,6,4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2010,Bronx Sch Law Govt & Justice,330552,Bronx,Bronx,10451,31,5,9,5,12,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2017,Bronx Leadership Academy  I I,330568,Bronx,Bronx,10451,20,<4,12,<4,4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2016,Bronx Leadership Academy  I I,330568,Bronx,Bronx,10451,26,<4,13,5,7,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2015,Bronx Leadership Academy  I I,330568,Bronx,Bronx,10451,12,<4,5,<4,4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2014,Bronx Leadership Academy  I I,330568,Bronx,Bronx,10451,29,<4,13,6,9,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2013,Bronx Leadership Academy  I I,330568,Bronx,Bronx,10451,4,<4,<4,<4,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2012,Bronx Leadership Academy  I I,330568,Bronx,Bronx,10451,16,0,5,<4,9,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2011,Bronx Leadership Academy  I I,330568,Bronx,Bronx,10451,10,0,4,<4,4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2010,Bronx Leadership Academy  I I,330568,Bronx,Bronx,10451,7,0,0,<4,5,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2017,Careers In Sports High School,330612,Bronx,Bronx,10451,26,<4,4,<4,16,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2016,Careers In Sports High School,330612,Bronx,Bronx,10451,38,7,7,7,17,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2015,Urban Assembly School,330612,Bronx,Bronx,10451,21,<4,<4,4,13,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2014,Urban Assembly School,330612,Bronx,Bronx,10451,38,<4,4,9,22,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2013,Urban Assembly School,330612,Bronx,Bronx,10451,16,<4,<4,<4,9,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2012,Urban Assembly School,330612,Bronx,Bronx,10451,13,<4,<4,6,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2011,Urban Assembly School,330612,Bronx,Bronx,10451,12,0,<4,6,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2010,Urban Assembly School,330612,Bronx,Bronx,10451,7,0,0,4,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2017,New Explorers High School,330617,Bronx,Bronx,10451,6,0,<4,4,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2016,New Explorers High School,330617,Bronx,Bronx,10451,4,<4,0,<4,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2015,New Explorers High School,330617,Bronx,Bronx,10451,7,0,<4,<4,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2014,New Explorers High School,330617,Bronx,Bronx,10451,<4,0,<4,0,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2013,New Explorers High School,330617,Bronx,Bronx,10451,4,0,<4,0,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2012,New Explorers High School,330617,Bronx,Bronx,10451,7,0,<4,0,5,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2011,New Explorers High School,330617,Bronx,Bronx,10451,5,0,<4,<4,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2010,New Explorers High School,330617,Bronx,Bronx,10451,6,0,<4,<4,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2017,Bronx Academy Of Letters,330647,Bronx,Bronx,10451,11,0,4,0,7,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2016,Bronx Academy Of Letters,330647,Bronx,Bronx,10451,16,0,9,<4,4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2015,Bronx Academy Of Letters,330647,Bronx,Bronx,10451,8,<4,4,0,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2014,Bronx Academy Of Letters,330647,Bronx,Bronx,10451,8,<4,<4,<4,0,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2013,Bronx Academy Of Letters,330647,Bronx,Bronx,10451,12,<4,<4,5,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2012,Bronx Academy Of Letters,330647,Bronx,Bronx,10451,12,<4,4,4,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2011,Bronx Academy Of Letters,330647,Bronx,Bronx,10451,12,<4,4,4,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2010,Bronx Academy Of Letters,330647,Bronx,Bronx,10451,8,<4,7,0,0,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2017,Bronx Haven High School,331022,Bronx,Bronx,10451,<4,0,0,0,<4,"Bronx 104515103, NY
(40.81859122900005, -73.92098039199993)"
Fall 2016,Bronx Haven High School,331022,Bronx,Bronx,10451,5,0,0,0,5,"Bronx 104515103, NY
(40.81859122900005, -73.92098039199993)"
Fall 2014,Bronx Haven High School,331022,Bronx,Bronx,10451,6,0,0,0,6,"Bronx 104515103, NY
(40.81859122900005, -73.92098039199993)"
Fall 2013,Bronx Haven High School,331022,Bronx,Bronx,10451,<4,0,0,0,<4,"Bronx 104515103, NY
(40.81859122900005, -73.92098039199993)"
Fall 2012,Bronx Haven High School,331022,Bronx,Bronx,10451,4,0,0,0,4,"Bronx 104515103, NY
(40.81859122900005, -73.92098039199993)"
Fall 2011,Bronx Haven High School,331022,Bronx,Bronx,10451,<4,0,0,0,<4,"Bronx 104515103, NY
(40.81859122900005, -73.92098039199993)"
Fall 2017,N Y C  Charter H S For Archite,331036,Bronx,Bronx,10451,16,<4,8,4,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2016,N Y C  Charter H S For Archite,331036,Bronx,Bronx,10451,14,<4,<4,5,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2015,N Y C  Charter H S For Archite,331036,Bronx,Bronx,10451,14,<4,<4,<4,7,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2014,N Y C  Charter H S For Archite,331036,Bronx,Bronx,10451,15,0,5,6,4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2013,N Y C  Charter H S For Archite,331036,Bronx,Bronx,10451,5,0,0,<4,4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2012,N Y C  Charter H S For Archite,331036,Bronx,Bronx,10451,<4,0,0,<4,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2017,Bronx Design  Construction Aca,331098,Bronx,Bronx,10451,11,0,0,4,7,"Bronx, NY 10451
(40.8207239999999, -73.9237789999999)"
Fall 2016,Bronx Design  Construction Aca,331098,Bronx,Bronx,10451,9,<4,0,5,<4,"Bronx, NY 10451
(40.8207239999999, -73.9237789999999)"
Fall 2015,Bronx Design  Construction Aca,331098,Bronx,Bronx,10451,<4,<4,0,<4,0,"Bronx, NY 10451
(40.8207239999999, -73.9237789999999)"
Fall 2017,Alfred E Smith High School,333485,Bronx,Bronx,10451,5,0,<4,<4,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2016,Alfred E Smith High School,333485,Bronx,Bronx,10451,4,0,0,<4,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2015,Alfred E Smith High School,333485,Bronx,Bronx,10451,5,0,0,<4,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2014,Alfred E Smith High School,333485,Bronx,Bronx,10451,10,0,<4,<4,7,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2013,Alfred E Smith High School,333485,Bronx,Bronx,10451,13,0,<4,6,4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2012,Alfred E Smith High School,333485,Bronx,Bronx,10451,5,0,<4,<4,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2011,Alfred E Smith High School,333485,Bronx,Bronx,10451,7,0,0,<4,4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2010,Alfred E Smith High School,333485,Bronx,Bronx,10451,10,0,0,8,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2017,Cardinal Hayes High School,333510,Bronx,Bronx,10451,52,5,21,11,15,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2016,Cardinal Hayes High School,333510,Bronx,Bronx,10451,33,7,11,5,10,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2015,Cardinal Hayes High School,333510,Bronx,Bronx,10451,50,19,16,11,4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2014,Cardinal Hayes High School,333510,Bronx,Bronx,10451,56,9,14,6,27,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2013,Cardinal Hayes High School,333510,Bronx,Bronx,10451,45,9,12,5,19,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2012,Cardinal Hayes High School,333510,Bronx,Bronx,10451,41,8,12,5,16,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2011,Cardinal Hayes High School,333510,Bronx,Bronx,10451,37,4,10,8,15,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2010,Cardinal Hayes High School,333510,Bronx,Bronx,10451,31,5,7,8,11,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2017,Kipp  N Y C  College Prep,333836,Bronx,New York,10451,81,22,43,11,5,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2016,Kipp  N Y C  College Prep,333836,Bronx,New York,10451,66,18,28,12,8,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2015,Kipp  N Y C  College Prep,333836,Bronx,New York,10451,30,<4,13,9,5,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2014,Kipp  N Y C  College Prep,333836,Bronx,New York,10451,40,9,24,7,0,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2013,Kipp  N Y C  College Prep,333836,Bronx,New York,10451,40,4,23,13,0,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2017,Comprehensive Model School,331102,Bronx,Bronx,10452,16,7,7,<4,0,
Fall 2016,Comprehensive Model School,331102,Bronx,Bronx,10452,18,11,5,<4,<4,
Fall 2017,All Hallows High School,333410,Bronx,Bronx,10452,35,11,15,4,5,"Bronx 104529402, NY
(40.829950964000034, -73.92193014799994)"
Fall 2016,All Hallows High School,333410,Bronx,Bronx,10452,22,5,11,<4,5,"Bronx 104529402, NY
(40.829950964000034, -73.92193014799994)"
Fall 2015,All Hallows High School,333410,Bronx,Bronx,10452,41,17,13,6,5,"Bronx 104529402, NY
(40.829950964000034, -73.92193014799994)"
Fall 2014,All Hallows High School,333410,Bronx,Bronx,10452,38,16,11,6,5,"Bronx 104529402, NY
(40.829950964000034, -73.92193014799994)"
Fall 2013,All Hallows High School,333410,Bronx,Bronx,10452,28,9,9,4,6,"Bronx 104529402, NY
(40.829950964000034, -73.92193014799994)"
Fall 2012,All Hallows High School,333410,Bronx,Bronx,10452,26,6,6,7,7,"Bronx 104529402, NY
(40.829950964000034, -73.92193014799994)"
Fall 2011,All Hallows High School,333410,Bronx,Bronx,10452,30,8,11,5,6,"Bronx 104529402, NY
(40.829950964000034, -73.92193014799994)"
Fall 2010,All Hallows High School,333410,Bronx,Bronx,10452,41,14,9,8,10,"Bronx 104529402, NY
(40.829950964000034, -73.92193014799994)"
